ID,CVE-ID,CVSS-V3,CVSS-V2,SEVERITY,CWE-ID,Operating_System,Software_Component,Version,Impact,Affected_Hardware,Network_Requirements,Affected_Protocols,Authentication_Required,Privileges_Required,User_Interaction_Required,Vendor
479,CVE-1999-0484,,2.1,LOW,NVD-CWE-Other,,,,,,,,,,,
480,CVE-1999-0485,,2.6,LOW,NVD-CWE-Other,OpenBSD,ipq,,denial of service (system crash),,remote,,,,,
481,CVE-1999-0486,,5.0,MEDIUM,NVD-CWE-Other,,AOL Instant Messenger,,denial of service,,remote,,,,Yes,AOL
482,CVE-1999-0487,,2.6,LOW,NVD-CWE-Other,,DHTML Edit ActiveX control,,read arbitrary files,,remote,,,,,Internet Explorer
483,CVE-1999-0488,,7.5,HIGH,NVD-CWE-Other,,Internet Explorer,,,,,,,,,
484,CVE-1999-0489,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
485,CVE-1999-0490,,7.5,HIGH,NVD-CWE-Other,Windows,MSHTML.DLL in Internet Explorer,5.0,learn information about a local user's files,,remote,,,,Yes,Microsoft
486,CVE-1999-0491,,4.6,MEDIUM,CWE-94,,bash,,command execution as another user,,local,,No,user,Yes,
487,CVE-1999-0492,,10.0,HIGH,NVD-CWE-Other,,ffingerd,1.19,identify users,,remote,,,,,
488,CVE-1999-0493,,7.5,HIGH,NVD-CWE-Other,,rpc.statd,,remote exploit of other bugs,,remote,RPC,,,,
489,CVE-1999-0494,,5.0,MEDIUM,NVD-CWE-Other,Windows,WinGate proxy,,denial of service,,,POP3,,,,
490,CVE-1999-0495,,10.0,HIGH,NVD-CWE-Other,,SMB shares,,access to file system,,remote,SMB,,,,
491,CVE-1999-0496,,7.2,HIGH,CWE-264,Windows NT 4.0,NtOpenProcessToken,,code execution as administrator,,,,,user,Yes,
492,CVE-1999-0497,,0.0,LOW,NVD-CWE-Other,,Anonymous FTP,,,,remote,FTP,No,,,
493,CVE-1999-0498,,10.0,HIGH,NVD-CWE-Other,,TFTP,,access sensitive information,,remote,TFTP,,,,
494,CVE-1999-0499,,7.5,HIGH,NVD-CWE-Other,Windows,NETBIOS share information,,,,,SNMP,,,,
495,CVE-1999-0501,,4.6,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
496,CVE-1999-0502,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
497,CVE-1999-0503,,7.2,HIGH,NVD-CWE-Other,Windows,NT local user or administrator account,,guessable password,,local,,Yes,user or administrator,,
498,CVE-1999-0504,,7.5,HIGH,NVD-CWE-Other,Windows NT,local user or administrator account,,,,local,,Yes,user or administrator,,
499,CVE-1999-0505,,7.2,HIGH,NVD-CWE-Other,Windows,NT domain user or administrator account,,guessable password,,,,Yes,user or administrator,,
500,CVE-1999-0506,,7.2,HIGH,NVD-CWE-Other,Windows,NT domain user or administrator account,,,,,,Yes,user or administrator,,
501,CVE-2000-0001,,5.0,MEDIUM,NVD-CWE-Other,,RealMedia server,,denial of service,,remote,,,,,
502,CVE-2000-0002,,10.0,HIGH,NVD-CWE-Other,,ZBServer Pro,1.50,code execution,,remote,HTTP,,,,
503,CVE-2000-0003,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
504,CVE-2000-0004,,5.0,MEDIUM,NVD-CWE-Other,,ZBServer Pro,,read source code for executable files,,remote,HTTP,,,,
505,CVE-2000-0005,,7.2,HIGH,NVD-CWE-Other,HP-UX,aserver program,,privilege escalation,,local,,No,,,
506,CVE-2000-0006,,2.6,LOW,NVD-CWE-Other,,strace,,read arbitrary files,,local,,No,user level,,
507,CVE-2000-0007,,5.0,MEDIUM,NVD-CWE-Other,,Trend Micro PC-Cillin,,denial of service,,remote,,,,,Trend Micro
508,CVE-2000-0008,,2.1,LOW,NVD-CWE-Other,,FTPPro,,read sensitive information,,local,FTP,No,,,
509,CVE-2000-0009,,7.2,HIGH,NVD-CWE-Other,,bna_pass program in Optivity NETarchitect,,arbitrary commands execution,,local,,,,,
510,CVE-2000-0010,,10.0,HIGH,NVD-CWE-Other,,WebWho+ whois.cgi program,,code execution,,remote,HTTP,,,,
511,CVE-2000-0011,,7.5,HIGH,NVD-CWE-Other,,AnalogX SimpleServer:WWW HTTP server,,code execution,,remote,HTTP,,,,
512,CVE-2000-0012,,10.0,HIGH,NVD-CWE-Other,,w3-msql CGI program in miniSQL package,,code execution,,remote,,,,,
513,CVE-2000-0013,,7.2,HIGH,NVD-CWE-Other,IRIX,soundplayer program,,privilege escalation,,local,,,user,Yes,
514,CVE-2000-0014,,5.0,MEDIUM,NVD-CWE-Other,,Savant web server,,denial of service,,,HTTP,,,,
515,CVE-2000-0015,,4.6,MEDIUM,NVD-CWE-Other,,CascadeView TFTP server,,privilege escalation,,local,TFTP,,,,
516,CVE-2000-0016,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
517,CVE-2000-0017,,10.0,HIGH,NVD-CWE-Other,Linux,linuxconf package,,"code execution, privileges escalation",,remote,,,,,
518,CVE-2000-0018,,7.2,HIGH,NVD-CWE-Other,FreeBSD,wmmon,,privilege escalation,,local,,No,,,
519,CVE-2000-0019,,2.1,LOW,NVD-CWE-Other,,IMail POP3 daemon,,local users can read files,,local,POP3,,,,
520,CVE-2000-0020,,5.0,MEDIUM,NVD-CWE-Other,,DNS PRO,,denial of service,,remote,DNS,,,,
521,CVE-2000-0021,,5.0,MEDIUM,NVD-CWE-Other,,Lotus Domino HTTP server,,determine the real path of the server,,remote,HTTP,,,,Lotus
522,CVE-2000-0022,,5.0,MEDIUM,NVD-CWE-Other,,Lotus Domino HTTP server,,anonymous access for the cgi-bin directory,,,HTTP,No,,,Lotus
523,CVE-2000-0023,,5.0,MEDIUM,NVD-CWE-Other,,Lotus Domino HTTP server,,denial of service,,remote,HTTP,,,,Lotus
524,CVE-2000-0024,,6.4,MEDIUM,NVD-CWE-Other,,IIS,,bypass access restrictions,,remote,HTTP,,,,
525,CVE-2000-0025,,5.0,MEDIUM,NVD-CWE-Other,Windows,"IIS 4.0, Site Server 3.0","4.0, 3.0",read source code for ASP files,,remote,,,,,
526,CVE-2000-0026,,10.0,HIGH,NVD-CWE-Other,UnixWare,i2odialogd daemon,,"code execution, gain root access",,remote,,Yes,,No,
527,CVE-2000-0027,,6.2,MEDIUM,NVD-CWE-Other,,IBM Network Station Manager NetStation,,privilege escalation,,local,,,,,IBM
528,CVE-2000-0028,,2.6,LOW,NVD-CWE-Other,,,,,,,,,,,
529,CVE-2000-0029,,4.6,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
530,CVE-2000-0030,,5.0,MEDIUM,NVD-CWE-Other,Solaris,dmispd,,denial of service,,local,,No,user,Yes,
531,CVE-2000-0031,,6.2,MEDIUM,NVD-CWE-Other,Red Hat Linux,initscripts package,,privilege escalation,,local,,No,,,Red Hat
532,CVE-2000-0032,,10.0,HIGH,NVD-CWE-Other,Solaris,dmi_cmd,,denial of service,,local,,No,user level,Yes,
533,CVE-2000-0033,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
534,CVE-2000-0034,,5.0,MEDIUM,NVD-CWE-Other,,Netscape 4.7,4.7,password exposure,,local,"IMAP, POP",Yes,,No,Netscape
535,CVE-2000-0035,,4.6,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
536,CVE-2000-0036,,5.0,MEDIUM,NVD-CWE-Other,Macintosh,Outlook Express 5,5,downloading attachments without user prompt,,,,,,Yes,
537,CVE-2000-0037,,4.6,MEDIUM,NVD-CWE-Other,,Majordomo wrapper,,privilege escalation,,local,,,,,
538,CVE-2000-0038,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
539,CVE-2000-0039,,5.0,MEDIUM,NVD-CWE-Other,,AltaVista search engine,,read files,,remote,HTTP,,,,
540,CVE-2000-0040,,10.0,HIGH,NVD-CWE-Other,,glFtpD,,privilege escalation,,local,FTP,Yes,,Yes,
541,CVE-2000-0041,,5.0,MEDIUM,NVD-CWE-Other,Macintosh,ICMP,,denial of service,,remote,ICMP,,,,
542,CVE-2000-0042,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
543,CVE-2000-0043,,7.5,HIGH,NVD-CWE-Other,,CamShot WebCam HTTP server,,code execution,,remote,HTTP,,,,
544,CVE-2000-0044,,10.0,HIGH,NVD-CWE-Other,,War FTP,,,,,,,,,
545,CVE-2000-0045,,6.4,MEDIUM,NVD-CWE-Other,,MySQL,,password modification,,local,,Yes,GRANT privilege,,
546,CVE-2000-0046,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
547,CVE-2000-0047,,5.0,MEDIUM,NVD-CWE-Other,,Yahoo Pager/Messenger client,,denial of service,,remote,,,,No,Yahoo
548,CVE-2000-0048,,7.2,HIGH,NVD-CWE-Other,Linux,get_it program,,local users can gain root access,,local,,No,,,Corel
549,CVE-2000-0049,,7.2,HIGH,NVD-CWE-Other,,Winamp client,,code execution,,remote,,,,Yes,
550,CVE-2000-0050,,4.6,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
551,CVE-2000-0051,,5.0,MEDIUM,NVD-CWE-Other,,Allaire Spectra Configuration Wizard,,denial of service,,remote,HTTP,,,No,
552,CVE-2000-0052,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
553,CVE-2000-0053,,7.5,HIGH,NVD-CWE-Other,,Microsoft Commercial Internet System (MCIS) IMAP server,,denial of service,,remote,IMAP,,,,Microsoft
554,CVE-2000-0054,,5.0,MEDIUM,NVD-CWE-Other,,search.cgi,,view directories,,remote,,,,,SolutionScripts Home Free
555,CVE-2000-0055,,7.2,HIGH,NVD-CWE-Other,Solaris,chkperm command,,"code execution, gain root access",,local,,No,,Yes (long -n option),
556,CVE-2000-0056,,5.0,MEDIUM,NVD-CWE-Other,,IMail IMONITOR status.cgi CGI script,,denial of service,,remote,HTTP,,,,IMail
557,CVE-2000-0057,,7.5,HIGH,NVD-CWE-Other,,Cold Fusion CFCACHE tag,,obtain sensitive system information,,remote,,,,,
558,CVE-2000-0058,,5.0,MEDIUM,NVD-CWE-Other,,Network HotSync program,,retrieve email and files,Handspring Visor,remote,,No,,,Handspring
559,CVE-2000-0059,,10.0,HIGH,NVD-CWE-Other,,PHP3,,code execution,,remote,,,,,
560,CVE-2000-0060,,5.0,MEDIUM,NVD-CWE-Other,,aVirt Rover POP3 server,1.1,denial of service,,remote,POP3,,,,
561,CVE-2000-0061,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
562,CVE-2000-0062,,10.0,HIGH,NVD-CWE-Other,,DTML implementation in Z Object Publishing Environment (Zope),,unauthorized activities,,remote,,,,,
563,CVE-2000-0063,,5.0,MEDIUM,NVD-CWE-Other,,cgiproc CGI script,,read arbitrary files,,remote,HTTP,,,,Nortel Contivity
564,CVE-2000-0064,,5.0,MEDIUM,NVD-CWE-Other,,cgiproc CGI script,,denial of service,Nortel Contivity HTTP server,remote,HTTP,,,,Nortel
565,CVE-2000-0065,,10.0,HIGH,NVD-CWE-Other,,InetServ,3.0,code execution,,remote,HTTP,,,,
566,CVE-2000-0066,,5.0,MEDIUM,NVD-CWE-Other,,WebSite Pro,,determine real pathname of webdirectories,,remote,HTTP,,,,
567,CVE-2000-0067,,2.1,LOW,NVD-CWE-Other,,CyberCash Merchant Connection Kit (MCK),,local users can modify files,,local,,,,,CyberCash
568,CVE-2000-0068,,7.5,HIGH,NVD-CWE-Other,,daynad program in Intel InBusiness E-mail Station,,"modify its configuration, delete files, or read mail",,remote,,No,,,Intel
569,CVE-2000-0069,,2.1,LOW,NVD-CWE-Other,,recover program,,restore sensitive files,,local,,No,,,Solstice Backup
570,CVE-2000-0070,,7.2,HIGH,NVD-CWE-Other,Windows NT 4.0,NtImpersonateClientOfPort local procedure call,,privilege escalation,,local,,,,,
571,CVE-2000-0071,,5.0,MEDIUM,NVD-CWE-Other,Windows,IIS 4.0,4.0,obtain real pathname of the document root,,remote,,,,,
572,CVE-2000-0072,,4.6,MEDIUM,NVD-CWE-Other,,Visual Casel,,"code execution, privileges gain",,local,,,,No,
573,CVE-2000-0073,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
574,CVE-2000-0074,,7.5,HIGH,NVD-CWE-Other,,PowerScripts PlusMail CGI program,,code execution,,remote,,No,,,
575,CVE-2000-0075,,5.0,MEDIUM,NVD-CWE-Other,,"Super Mail Transfer Package (SMTP), later called MsgCore",,denial of service,,remote,SMTP,,,,
576,CVE-2000-0076,,2.1,LOW,NVD-CWE-Other,Linux,nviboot boot script in the Debian nvi package,,local users can delete files,,local,,No,,Yes,Debian
577,CVE-2000-0077,,7.2,HIGH,NVD-CWE-Other,HP-UX,aserver program,October 1998,privilege escalation,,local,,No,,Yes,HP
578,CVE-2000-0078,,7.2,HIGH,NVD-CWE-Other,HP-UX,aserver program,June 1999,privilege escalation,,local,,No,,No,HP
579,CVE-2000-0079,,7.5,HIGH,NVD-CWE-Other,,W3C CERN httpd HTTP server,,determine the real pathnames of some commands,,remote,HTTP,,,,W3C CERN
580,CVE-2000-0080,,2.1,LOW,NVD-CWE-Other,AIX,techlibss,,file overwrite,,local,,,,,
581,CVE-2000-0081,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
582,CVE-2000-0082,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
583,CVE-2000-0083,,4.6,MEDIUM,NVD-CWE-Other,,HP asecure,,denial of service or gain additional privileges,,local,,,,,HP
584,CVE-2000-0084,,5.0,MEDIUM,NVD-CWE-Other,,CuteFTP,,password information exposure,,,,Yes,,,
585,CVE-2000-0085,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
586,CVE-2000-0086,,5.0,MEDIUM,NVD-CWE-Other,,Netopia Timbuktu Pro,,obtain user IDs and passwords,,remote,,Yes,,No,Netopia
587,CVE-2000-0087,,5.0,MEDIUM,NVD-CWE-Other,,"Netscape Communicator, specifically the nsnotify utility",,sniffing of usernames and passwords in plaintext,,remote,IMAP,Yes,,,Netscape
588,CVE-2000-0088,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
589,CVE-2000-0089,,2.1,LOW,NVD-CWE-Other,"Microsoft Terminal Server Edition, Windows NT 4.0",rdisk utility,,registry enumeration,,local,,No,,,Microsoft
590,CVE-2000-0090,,3.6,LOW,NVD-CWE-Other,,VMWare,1.1.2,denial of service,,local,,No,,,VMWare
591,CVE-2000-0091,,10.0,HIGH,NVD-CWE-Other,,vchkpw/vpopmail POP authentication package,,gain root privileges,,remote,POP,Yes,,,
592,CVE-2000-0092,,6.2,MEDIUM,NVD-CWE-Other,,BSD make program,,modify files,,local,,No,,,
593,CVE-2000-0093,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
594,CVE-2000-0094,,7.2,HIGH,NVD-CWE-Other,BSD systems,procfs,,local users can gain root privileges,,local,,No,,,
595,CVE-2000-0095,,5.0,MEDIUM,NVD-CWE-Other,HP-UX,PMTU discovery procedure,,,,,,,,,
596,CVE-2000-0096,,7.2,HIGH,NVD-CWE-Other,,qpopper,3.0 beta,privilege escalation,,local,,No,,Yes,
597,CVE-2000-0097,,5.0,MEDIUM,NVD-CWE-Other,Windows,WebHits ISAPI filter in Microsoft Index Server,,read arbitrary files,,remote,,,,,Microsoft
598,CVE-2000-0098,,5.0,MEDIUM,NVD-CWE-Other,,Microsoft Index Server,,determine the real path for a web directory,,remote,HTTP,,,,Microsoft
599,CVE-2000-0099,,7.2,HIGH,NVD-CWE-Other,UnixWare,ppptalk command,,privilege gain,,local,,No,,Yes,
600,CVE-2000-0100,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
601,CVE-2000-0101,,7.5,HIGH,NVD-CWE-Other,,Make-a-Store OrderPage shopping cart application,,modify sensitive purchase information,,remote,,,,,
602,CVE-2000-0102,,7.5,HIGH,NVD-CWE-Other,,SalesCart shopping cart application,,modify sensitive purchase information,,remote,,,,hidden form fields,
603,CVE-2000-0103,,7.5,HIGH,NVD-CWE-Other,,SmartCart shopping cart application,,modify sensitive purchase information,,remote,,,,,
604,CVE-2000-0104,,7.5,HIGH,NVD-CWE-Other,,Shoptron shopping cart application,,modify sensitive purchase information,,remote,,,,,
605,CVE-2000-0105,,5.0,MEDIUM,NVD-CWE-Other,Windows,"Outlook Express, Internet Explorer",5.01,view a user's email messages,,remote,,,,No,Microsoft
606,CVE-2000-0106,,7.5,HIGH,NVD-CWE-Other,,EasyCart shopping cart application,,modify sensitive purchase information,,remote,,,,hidden form fields,
607,CVE-2000-0107,,7.2,HIGH,NVD-CWE-Other,Linux,apcd program,,modify arbitrary files,,local,,,,,
608,CVE-2000-0108,,7.5,HIGH,NVD-CWE-Other,,Intellivend shopping cart application,,modify sensitive purchase information,,remote,,,,,
609,CVE-2000-0109,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
610,CVE-2000-0110,,7.5,HIGH,NVD-CWE-Other,,WebSiteTool shopping cart application,,modify sensitive purchase information,,remote,,,,hidden form fields,
611,CVE-2000-0111,,7.5,HIGH,NVD-CWE-Other,,RightFax web client,,user session hijacking,,remote,,,,,RightFax
612,CVE-2000-0112,,7.2,HIGH,NVD-CWE-Other,Debian GNU/Linux,Master Boot Record (MBR),,local user to boot from a floppy disk,,local,,,,Yes,
613,CVE-2000-0113,,7.5,HIGH,NVD-CWE-Other,,SyGate Remote Management program,,"denial of service, access network traffic statistics",,remote,,,,,SyGate
614,CVE-2000-0114,,5.0,MEDIUM,NVD-CWE-Other,,Frontpage Server Extensions,,information disclosure,,remote,"RPC, HTTP",No,,No,
615,CVE-2000-0115,,5.0,MEDIUM,NVD-CWE-Other,Windows,"IIS, Visual Basic script in an ASP page",,denial of service,,local,,No,user,,Microsoft
616,CVE-2000-0116,,7.5,HIGH,NVD-CWE-Other,,Firewall-1,,bypass 'Strip Script Tags' restriction,,remote,,,,No,
617,CVE-2000-0117,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
618,CVE-2000-0118,,7.2,HIGH,NVD-CWE-Other,Red Hat Linux,su program,,brute force password guessing,,local,,Yes,,,Red Hat
619,CVE-2000-0119,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
620,CVE-2000-0120,,7.5,HIGH,NVD-CWE-Other,,Remote Access Service invoke.cfm template,1.0,bypass authentication,,,,,,,Allaire Spectra
621,CVE-2000-0121,,3.6,LOW,NVD-CWE-Other,,,,,,,,,,,
622,CVE-2000-0122,,5.0,MEDIUM,NVD-CWE-Other,,Frontpage Server Extensions,,determine physical path of a virtual directory,,remote,HTTP,,,,
623,CVE-2000-0123,,7.5,HIGH,NVD-CWE-Other,,,,,,,,,,,
624,CVE-2000-0124,,2.1,LOW,NVD-CWE-Other,,surfCONTROL SuperScout,,bypass web access restrictions,,,HTTP,,,Yes,surfCONTROL
625,CVE-2000-0125,,7.5,HIGH,NVD-CWE-Other,,wwwthreads,,privilege escalation in forums,,remote,,,,,
626,CVE-2000-0126,,5.0,MEDIUM,NVD-CWE-Other,Windows,Sample Internet Data Query (IDQ) scripts,,,,,,,,,
627,CVE-2000-0127,,7.5,HIGH,NVD-CWE-Other,,Webspeed configuration program,,privilege escalation,,remote,wsisa.dll,,,,
628,CVE-2000-0128,,10.0,HIGH,NVD-CWE-Other,,Finger Server,0.82,code execution,,remote,,,,,
629,CVE-2000-0129,,2.1,LOW,NVD-CWE-Other,,Serv-U FTP server,,denial of service,,remote,FTP,,,Yes,
630,CVE-2000-0130,,7.2,HIGH,NVD-CWE-Other,,SCO scohelp program,,code execution,,remote,,,,,SCO
631,CVE-2000-0131,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
632,CVE-2000-0132,,2.6,LOW,CWE-200,,Microsoft Java Virtual Machine,,read files,,remote,,,,,Microsoft
633,CVE-2000-0133,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
634,CVE-2000-0134,,7.5,HIGH,NVD-CWE-Other,,Check It Out shopping cart application,,modify sensitive purchase information,,remote,,,,hidden form fields,
635,CVE-2000-0135,,7.5,HIGH,NVD-CWE-Other,,The @Retail shopping cart application,,modify sensitive purchase information,,remote,,,,,
636,CVE-2000-0136,,7.5,HIGH,NVD-CWE-Other,,Cart32 shopping cart application,,modify sensitive purchase information,,remote,,,,hidden form fields,
637,CVE-2000-0137,,7.5,HIGH,NVD-CWE-Other,,CartIt shopping cart application,,modify sensitive purchase information,,remote,,,,hidden form fields,
638,CVE-2000-0138,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
639,CVE-2000-0139,,2.1,LOW,NVD-CWE-Other,,Internet Anywhere POP3 Mail Server,,denial of service,,local,POP3,No,,No,
640,CVE-2000-0140,,5.0,MEDIUM,NVD-CWE-Other,,Internet Anywhere POP3 Mail Server,,denial of service,,remote,POP3,,,,
641,CVE-2000-0141,,10.0,HIGH,NVD-CWE-Other,,Infopop Ultimate Bulletin Board (UBB),,code execution,,remote,,,,,Infopop
642,CVE-2000-0142,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
643,CVE-2000-0143,,4.6,MEDIUM,NVD-CWE-Other,,sshd,,TCP connection redirection,,local,SSH,Yes,No shell access,,
644,CVE-2000-0144,,7.5,HIGH,NVD-CWE-Other,,Axis 700 Network Scanner,,password protection bypass,Axis 700 Network Scanner,,HTTP,Yes,,Yes,Axis
645,CVE-2000-0145,,7.5,HIGH,NVD-CWE-Other,Debian GNU/Linux,libguile.so library file used by gnucash,,world-writable permissions,,,,,,,
646,CVE-2000-0146,,5.0,MEDIUM,NVD-CWE-Other,,Java Server in Novell GroupWise Web Access Enhancement Pack,,denial of service,,remote,HTTP,,,No,Novell
647,CVE-2000-0147,,2.1,LOW,NVD-CWE-Other,SCO OpenServer,snmpd,,modify the host's configuration,,local,SNMP,No,,No,
648,CVE-2000-0148,,7.5,HIGH,NVD-CWE-Other,,MySQL,3.22,bypass password authentication and access a database,,remote,,No,,,MySQL
649,CVE-2000-0149,,5.0,MEDIUM,NVD-CWE-Other,,Zeus web server,,view the source code for CGI programs,,remote,HTTP,,,,
650,CVE-2000-0150,,7.5,HIGH,NVD-CWE-Other,,Check Point Firewall-1,,bypass port access restrictions,,remote,FTP,,,,Check Point
651,CVE-2000-0151,,6.2,MEDIUM,NVD-CWE-Other,,GNU make,,code execution,,local,,No,,No,GNU
652,CVE-2000-0152,,5.0,MEDIUM,NVD-CWE-Other,,Novell BorderManager,3.5,denial of service,,remote,2000,,,Yes,Novell
653,CVE-2000-0153,,5.0,MEDIUM,NVD-CWE-Other,,FrontPage Personal Web Server (PWS),,read files,,remote,,,,,
654,CVE-2000-0154,,1.2,LOW,NVD-CWE-Other,UnixWare,ARCserve agent,,modify arbitrary files,,local,,,,,
655,CVE-2000-0155,,7.2,HIGH,CWE-94,Windows,Windows NT Autorun,,code execution,non-removable media,local,,No,,Yes,
656,CVE-2000-0156,,5.1,MEDIUM,NVD-CWE-Other,Windows,Internet Explorer,4.x and 5.x,access files outside of its security domain,,remote,HTTP,,,,Microsoft
657,CVE-2000-0157,,7.2,HIGH,NVD-CWE-Other,NetBSD,ptrace call,,privileges gain,VAX,local,,,,Yes,
658,CVE-2000-0158,,7.5,HIGH,NVD-CWE-Other,,MMDF server,,privilege escalation,,remote,SMTP,,,No,
659,CVE-2000-0159,,7.5,HIGH,NVD-CWE-Other,,HP Ignite-UX,,privilege escalation,,,,,,,HP
660,CVE-2000-0160,,7.6,HIGH,NVD-CWE-Other,,,,,,,,,,,
661,CVE-2000-0161,,7.5,HIGH,NVD-CWE-Other,Windows,Site Server 3.0 Commerce Edition,,SQL commands execution,,remote,HTTP,No,,No,Microsoft
662,CVE-2000-0162,,5.1,MEDIUM,NVD-CWE-Other,Windows,Microsoft virtual machine in Internet Explorer,,,,,,,,,
663,CVE-2000-0163,,4.6,MEDIUM,NVD-CWE-Other,FreeBSD,asmon and ascpu,,local users can gain root privileges,,local,,,,,
664,CVE-2000-0164,,7.2,HIGH,NVD-CWE-Other,,Sun Internet Mail Server (SIMS),,obtain passwords,,local,,No,,,Sun
665,CVE-2000-0165,,7.5,HIGH,NVD-CWE-Other,,Delegate application proxy,,code execution,,remote,,,,,
666,CVE-2000-0166,,10.0,HIGH,NVD-CWE-Other,,InterAccess telnet server,,code execution,,remote,Telnet,Yes,,,InterAccess
667,CVE-2000-0167,,2.1,LOW,NVD-CWE-Other,Windows,IIS Inetinfo.exe,,denial of service,,local,,No,user,Yes,
668,CVE-2000-0168,,5.0,MEDIUM,NVD-CWE-Other,Microsoft Windows 9x,Microsoft Windows 9x operating systems,,denial of service,,,,,,,Microsoft
669,CVE-2000-0169,,7.5,HIGH,NVD-CWE-Other,,Oracle web listener,,command execution,,remote,,,,,Oracle
670,CVE-2000-0170,,7.2,HIGH,NVD-CWE-Other,Linux,man program,,privilege escalation,,local,,,,Yes,
671,CVE-2000-0171,,7.2,HIGH,NVD-CWE-Other,Linux,atsadc in the atsar package,,gain root privileges,,local,,,,,
672,CVE-2000-0172,,7.2,HIGH,NVD-CWE-Other,,mtr program,,local users to gain root privileges,,local,,,,,
673,CVE-2000-0173,,5.0,MEDIUM,NVD-CWE-Other,SCO UnixWare,EELS system,7.1.x,denial of service,,remote,,,,,SCO
674,CVE-2000-0174,,5.0,MEDIUM,NVD-CWE-Other,,StarOffice StarScheduler web server,,read arbitrary files,,remote,,,,,StarOffice
675,CVE-2000-0175,,10.0,HIGH,NVD-CWE-Other,,StarOffice StarScheduler web server,,"code execution, root access",,remote,HTTP,,,No,StarOffice
676,CVE-2000-0176,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
677,CVE-2000-0177,,10.0,HIGH,NVD-CWE-Other,,,,,,,,,,,
678,CVE-2000-0178,,7.5,HIGH,NVD-CWE-Other,,ServerIron switches,,spoof or hijack sessions,ServerIron switches,remote,TCP/IP,,,,Foundry Networks
679,CVE-2000-0179,,5.0,MEDIUM,NVD-CWE-Other,,HP OpenView OmniBack,2.55,denial of service,,remote,5555,,,,HP
680,CVE-2000-0180,,5.0,MEDIUM,NVD-CWE-Other,,Sojourn search engine,,read arbitrary files,,remote,,,,,
681,CVE-2000-0181,,5.0,MEDIUM,NVD-CWE-Other,,Firewall-1,,,,,,,,,
682,CVE-2000-0182,,5.0,MEDIUM,NVD-CWE-Other,,iPlanet Web Server,4.1,denial of service,,remote,HTTP,,,,iPlanet
683,CVE-2000-0183,,5.1,MEDIUM,NVD-CWE-Other,,ircII IRC client,4.4,code execution,,remote,IRC,,,Yes,
684,CVE-2000-0184,,2.1,LOW,NVD-CWE-Other,,,,,,,,,,,
685,CVE-2000-0185,,5.0,MEDIUM,NVD-CWE-Other,,,,,,,,,,,
686,CVE-2000-0186,,7.2,HIGH,NVD-CWE-Other,,,,,,,,,,,
687,CVE-2000-0187,,7.5,HIGH,NVD-CWE-Other,,EZShopper 3.0 loadpage.cgi CGI script,3.0,"read arbitrary files, execute commands",,remote,,,,,
688,CVE-2000-0188,,7.5,HIGH,NVD-CWE-Other,,EZShopper 3.0 search.cgi CGI script,3.0,"read arbitrary files, execute commands",,remote,,,,,
689,CVE-2000-0189,,5.0,MEDIUM,NVD-CWE-Other,,ColdFusion Server,4.x,information disclosure,,remote,HTTP,,,,
690,CVE-2000-0190,,5.0,MEDIUM,NVD-CWE-Other,,AOL Instant Messenger (AIM) client,,denial of service,,remote,,,,No,AOL
691,CVE-2000-0191,,10.0,HIGH,NVD-CWE-Other,,Axis StorPoint CD,,access to administrator URLs,,remote,,No,,,Axis
692,CVE-2000-0192,,5.0,MEDIUM,NVD-CWE-Other,Linux,rpm_query,,determine what packages are installed on the system,,remote,,,,,Caldera
693,CVE-2000-0193,,7.2,HIGH,NVD-CWE-Other,Corel Linux,Dosemu,1.0,privilege escalation,,local,,,,Yes,
